AAPL	AMZN	GOOG	GOOGL	JNJ	META	MSFT	NVDA	TSLA	UNH
-0.06454286280142263	0.06979521994196047	0.03789503509297987	0.03789504732458182	0.035561388709435926	0.1394404156189719	0.019717835575356224	0.008195633654595635	0.03893033696692805	-0.0012819628294125085
-0.07815373091947175	-0.01744602329191991	0.07049927549405433	0.0704992874975705	0.044933697886748725	-0.07398184165738786	0.020710101443156992	0.007672251709449629	0.061887833063126285	0.032257706111695095
-0.031595428382188206	0.007816273719604139	0.0407632747674187	0.0407632674422338	0.04841974593236342	-0.0456208909283502	0.020619890897987325	0.022023692842252585	-0.0086526013249828	-0.0199712784881817
-0.049963666297361375	-0.010107778156541403	-0.02637956537924624	-0.026379556805427362	0.056268836124713895	-0.007398134170892634	0.06147297686599562	0.013314420103913926	0.2481563310447772	0.11616208695593921
0.06866959013092333	-0.0013096945564531337	0.100743572022022	0.10074355940837587	0.038584145655045976	-0.01747583016886678	0.14138008682571357	0.12051782382302245	0.7605340154220102	0.016859757194682023
-0.04510889962462017	0.04329299968957789	0.0007064639201450618	0.0007064716654394676	-0.012031716320349162	-0.08412066213487845	0.02291574553289144	0.001473036670970096	0.23441795036405777	0.034534139577816925
0.008505161638259429	0.09075021551321338	0.02754063746662405	0.027540636690002396	0.06571709942730997	0.16569342955244237	-0.028356200553349642	0.0018798984212180514	0.2256607091999432	0.08627997701734524
0.13559529791879954	-0.02616802808746599	-0.029258452109838573	-0.029258454022070612	0.00133677837824564	0.3882583002265485	-0.030281271089538042	0.034088525934386826	0.2212806601342061	0.04403018606465037
-0.008195260682264616	0.046629467010407044	0.011716387876113066	0.011716393544470849	-0.0193638564299925	0.18101024590737058	0.003714311330282438	0.052260822404101015	0.15667959874139492	0.013403167722031872
0.05114762226164826	0.0697170802325966	0.06031744319972665	0.060317432187856124	0.020716303794952706	0.10379220974561609	0.05714864408668974	-0.004451028656502709	0.004109216617505629	-0.03043958137332059
0.044528846541755485	0.11920462401906762	0.0981785690093826	0.0981785740135841	0.0485259993782956	-0.06202991367942612	0.08998559510916904	0.0024312207404482145	-0.21427356979162993	0.009927065796757395
0.06772248994745067	0.07308752143960806	0.05189525650821247	0.05189525541832096	-0.011389786288589998	0.10958506440626636	0.007036566462733873	0.008800972226773673	0.05503200995097912	0.026607145746097016
-0.03968835578429408	0.008599476832424457	0.04797690461855164	0.047976914797966286	0.00018512725824426646	0.08289098946066087	-0.029507904629094583	0.017519638185950148	0.13287690210672332	0.006066308041506652
-0.015245285876765102	-0.10263421657687244	0.047344908393263774	0.04734490758354393	-0.017306379602836097	0.16586591583073385	0.02820061358404824	0.09566686604691599	0.2558412890671917	-0.009827392319777917
0.013516830989060091	0.02340607282561602	-0.006285652378072437	-0.006495749783009264	0.045311547488358306	0.010890492771415516	0.050888706287155916	0.05600754880599634	0.1316527281752291	0.0873001470901773
0.014740768952282712	-0.11303255671601031	-0.08587003299498153	-0.07646717616823806	0.04781925188804914	-0.11158585149533196	0.029473915247187232	0.021194292486662825	-0.10662407188367884	-0.007345481550972477
