AAPL	AMZN	GOOG	GOOGL	JNJ	META	MSFT	NVDA	TSLA	UNH
0.1195770650665684	-0.0581007828178155	-0.011064661433973	-0.0065492881805583325	0.018204926548662348	0.008060782578255044	-0.0009735437003848268	-0.007353710147552817	-0.04135307678967237	-0.013698002760509587
0.06770872963901198	0.07136243791511299	0.04564551496668812	0.044756505387512746	0.035116549917673545	0.07921035068369253	0.03886954729676373	0.03364833775370002	0.1000844164022685	0.04194357415727423
0.040707902850068756	0.0472797916562111	0.04581627246985276	0.0444277318129751	-0.0015927672868060183	0.0645251774450839	0.044791014216222225	-0.022900356833534197	0.016331437622363554	0.04507009074483004
0.0335678904583272	-0.03702995968470313	-0.01783345509383849	-0.015439760553795479	-0.012580804619976793	0.07153517107831786	0.026986562369977207	0.013479675091815357	0.1448703245781524	-0.013462960272205615
0.022389060356271973	0.009103916950669477	0.01444974787425024	0.01507172076397012	0.04221906299100908	0.044703399580816816	0.05230892376736529	0.024127436405241065	0.03647803656414794	0.056545000995589456
0.01144711787709407	-0.06630541724726702	-0.059906686387899866	-0.0584095847107714	-0.032045423944463636	-0.009554412485390795	-0.026206268905730523	-0.05958588464944159	-0.09636903754891535	0.011143327372909129
0.11801753316202279	0.03332226136746086	-0.00740746634592937	-0.008966597907341223	0.059329086643615137	-0.021455240490350413	0.07382791841222613	0.11777543850987438	0.030083417763542508	0.09472278219505892
-0.007063153022018764	-0.031066653097196695	-0.03379710062113406	-0.04226092528006453	-0.015521715657976332	0.03725456874916122	-0.01524924883613965	0.016787763647082565	-0.11323480782221007	0.048702749720218375
-0.015744506697684346	-0.019558219085659245	-0.02327143390879227	-0.025082863523797627	-0.026114542125514895	-0.012408417902300406	-0.04167293461590682	-0.02826108675895056	-0.07045534661338793	0.05029868529112225
0.1374846868763686	0.24111764156385207	0.04990867857792525	0.04858566444392576	-0.021789884940195958	0.002992024402711513	-0.05026528195652602	0.0813834889897187	0.03649424352646835	0.045915847262839815
0.004887077596234857	-0.0011281509502056863	0.04038026332525968	0.04617517994914033	0.006493117634097656	0.05278849086259041	-0.018381725634192603	0.04853153382689057	-0.07573330823452595	0.056456356906673166
0.010482738234122602	0.05033418037255499	-0.03382292326599157	-0.02912460611953005	-0.006968606804317878	0.013309507583442182	0.03168266937531561	-0.012838498912542518	0.08675744100364224	0.012601193781929698
0.014939919747494645	0.0829872541510055	-0.007538347043743232	-0.0032865075012652456	0.01153363212059233	-0.032542102437686404	0.09630729000110305	-0.027185303176493703	0.1446475218857568	-0.00374394115199439
-0.006598457398699131	0.013285732957162955	-0.004340296295166968	0.005697369480956116	-0.016761722430513326	0.048648155125702086	-0.029169620697414134	0.0016717654419662331	0.061024211385979354	0.021707436425431936
-0.019336710312233052	0.10658713560412925	0.10729222772134483	0.12103952725863554	0.004700484614418077	0.10531916790881746	-0.007664179002708438	-0.07598485459900906	0.03734498798994501	0.01814656883675525
-0.09177396461589271	0.08304765978811579	0.07921531158734108	0.08128743087576296	-0.016363592804045646	-0.0030028633430487783	0.0007157672356203904	0.12259641175832137	-0.08270483191526634	-0.016796686480730183
-0.004609751185799871	0.004804476776265831	-0.029683100587431954	-0.02975863804207557	-0.04269530126325305	-0.003621550681212393	-0.039342594463850356	0.03393956281771482	0.03416765592856219	-0.010706651990714078
0.004985802195864419	0.08789129207468238	0.07388801529048505	0.06756351223630186	0.0453473929480801	0.06214971180975182	0.1179822801693442	0.1806152016377225	-0.12227246933924629	0.009036016009956072
0.046136381949957395	0.16048241103882677	0.10819252862955886	0.09844988429027501	0.04947694339457942	0.09100685132375697	0.10980621232291221	0.12519766410426247	-0.004958619792632235	-0.037607330688835594
-0.05384060959639614	0.01758682657812205	0.02715032037598597	0.015008436425225868	0.015840803538747394	-0.005605404762889066	0.03183668160900033	0.08633638323926962	0.042057833284414814	0.02970691794823388
-0.11902125963697507	-0.10190428327182388	-0.04879662573774868	-0.04459321705080721	-0.03782460454187064	-0.06066803384822683	-0.05401530283191558	-0.11288170793359054	-0.1112634579131574	-0.03771487231796866
-0.022766055234558435	-0.11719528158368231	-0.02199983583697873	-0.016652046614917704	0.04853824673531104	0.07010250551040453	-0.015983416020612373	-0.02091880207690122	-0.17056973589693403	0.027227228948255577
0.0898754254592038	0.07868925056179421	0.03467795320553102	0.030918804781724374	0.04357444428552215	0.04587810309549356	0.04268866703370766	0.16832231234867723	0.2739274423884752	0.08391159478903742
0.02370609038522664	0.07201617940125749	0.013447357786817049	0.013151405056950116	0.03240852142092532	0.010415474689531079	0.012554231171314711	0.08811992201849672	0.16105582248668893	0.038166740866290016
-0.10556668653779655	0.1367019221562764	-0.03345523461131139	-0.03975509770317043	0.02267738173886169	0.05834204456115333	-0.05390561971959096	0.11634376790694656	-0.13677624936738875	0.014011061924794177
0.01822123634676709	0.02712166609803024	-0.007998636123321856	-0.009558497781214537	0.03384111344622509	-0.026895120142112594	0.0026534163461915394	0.1587414232308264	-0.008284572840888793	0.052318086232541194
0.020018438686492113	0.0350047170015686	0.027223653450555885	0.02986236499641448	0.06198840845295073	0.033821211813528596	0.06249017381479516	0.12792919420579185	0.03975025615850303	0.02747799004255036
0.09758319818169148	0.03152077535400699	0.06899906988415072	0.07979842068348852	-0.014394910169932218	0.04440125900732461	0.07029848086979107	0.14625398328555717	0.0015907827792653872	-0.00499508619558775
0.03035589710125297	0.031544032710831615	-0.0028022279370240044	0.0017638165141014017	-0.020679391543628522	0.03249161302895076	-0.004467606166021598	0.052942756488201015	-0.09599847547790397	-0.021829013057947377
0.04374997678546855	0.04496244166190477	0.01916961902041514	0.014992830706317406	-0.01588168559989278	0.00930791897639427	0.01934199473103737	0.07221684911260717	-0.002832341165193153	0.016117700047843186
-0.04357414698319362	-0.07411561444581882	-0.02766007102599244	-0.03552407085221865	-0.008271276452063603	-0.06957672461909559	0.02981883115594064	0.21828878207149827	-0.06210584024761001	0.060428765076333324
0.038471298257441555	-1.3107486049990236e-5	0.020257826076024	0.02024640983212289	-0.006298416821325259	-0.021898847144951494	0.03988714867579035	0.2017275307221702	0.06024201616022418	0.09025838431679345
